Datetime,Session ID,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *
2025-03-22 00:00:00,1.0,5357.4,6667.6,4113.1,4113.1,3138.2
2025-03-22 00:15:00,1.0,5559.8,6428.3,4055.34,4055.34,3435.41
2025-03-22 00:30:00,2.0,4537.6,5942.5,3208.12,3208.12,3030.34
2025-03-22 00:45:00,2.0,4701.9,6289.1,3322.3,3322.3,3174.0
2025-03-22 01:00:00,3.0,4189.9,6824.2,3330.22,3330.22,2800.37
2025-03-22 01:15:00,3.0,4153.4,6875.8,3352.34,3352.34,2700.96
2025-03-22 01:30:00,4.0,4274.0,6809.0,3183.33,3183.33,2800.94
2025-03-22 01:45:00,4.0,4370.8,6868.2,3164.69,3164.69,2899.67
2025-03-22 02:00:00,5.0,4377.6,7184.0,3198.1,3198.1,2899.59
2025-03-22 02:15:00,5.0,4507.8,7220.8,3256.64,3256.64,2950.83
2025-03-22 02:30:00,6.0,5205.3,7058.0,3671.6,3671.6,3195.71
2025-03-22 02:45:00,6.0,5370.1,7210.0,3816.84,3816.84,3250.9
2025-03-22 03:00:00,7.0,5222.3,7653.2,3620.8,3620.8,3195.47
2025-03-22 03:15:00,7.0,5234.0,7659.0,3632.5,3632.5,3195.55
2025-03-22 03:30:00,8.0,5707.4,7945.3,3869.44,3869.44,3380.81
2025-03-22 03:45:00,8.0,5765.0,7848.0,3907.7,3907.7,3401.62
2025-03-22 04:00:00,9.0,5863.2,7298.2,3887.2,3887.2,3500.44
2025-03-22 04:15:00,9.0,6388.5,7155.3,4145.53,4145.53,3610.91
2025-03-22 04:30:00,10.0,5944.5,6982.9,4144.1,4144.1,3564.73
2025-03-22 04:45:00,10.0,5968.5,6963.4,4189.51,4189.51,3500.67
2025-03-22 05:00:00,11.0,6400.7,6642.7,4864.1,4864.1,3603.65
2025-03-22 05:15:00,11.0,6544.7,6784.5,5094.8,5094.8,3573.38
2025-03-22 05:30:00,12.0,6600.1,6902.0,5390.0,5390.0,3573.44
