Datetime,Session ID,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *
2025-03-13 00:00:00,1.0,7052.2,5565.3,4583.7,4583.7,4970.09
2025-03-13 00:15:00,1.0,7017.8,5280.5,4325.5,4325.5,4970.84
2025-03-13 00:30:00,2.0,6515.0,5387.8,4136.44,4136.44,4540.65
2025-03-13 00:45:00,2.0,6492.2,5583.5,4012.4,4012.4,4540.04
2025-03-13 01:00:00,3.0,6532.0,5994.5,4231.55,4231.55,4516.96
2025-03-13 01:15:00,3.0,6123.5,6272.0,3827.33,3827.33,4499.32
2025-03-13 01:30:00,4.0,5950.8,6053.5,3771.1,3771.1,4499.85
2025-03-13 01:45:00,4.0,5873.0,6276.8,3607.0,3607.0,4464.0
2025-03-13 02:00:00,5.0,5827.9,5792.7,3637.05,3637.05,4499.12
2025-03-13 02:15:00,5.0,5770.9,5730.2,3580.54,3580.54,4499.15
2025-03-13 02:30:00,6.0,5348.7,6314.2,3304.0,3304.0,4096.68
2025-03-13 02:45:00,6.0,5429.8,6190.5,3359.0,3359.0,4325.74
2025-03-13 03:00:00,7.0,5206.4,6328.6,3240.14,3240.14,4096.6
2025-03-13 03:15:00,7.0,5360.5,6324.6,3359.9,3359.9,4219.3
2025-03-13 03:30:00,8.0,5399.5,7011.1,3714.77,3714.77,3627.49
2025-03-13 03:45:00,8.0,5535.1,7059.2,3921.7,3921.7,3696.88
2025-03-13 04:00:00,9.0,6310.7,6971.7,4440.3,4440.3,4377.5
2025-03-13 04:15:00,9.0,6787.4,6336.9,4862.73,4862.73,4519.59
2025-03-13 04:30:00,10.0,6673.4,6416.6,4807.54,4807.54,4519.09
2025-03-13 04:45:00,10.0,6696.7,6568.5,4833.44,4833.44,4516.66
2025-03-13 05:00:00,11.0,7446.9,7122.5,5669.04,5669.04,4519.49
2025-03-13 05:15:00,11.0,7907.2,6527.5,5830.18,5830.18,5100.92
2025-03-13 05:30:00,12.0,7224.4,5830.1,5301.79,5301.79,5100.73
2025-03-13 05:45:00,12.0,7336.7,5604.4,5310.04,5310.04,5505.26
2025-03-13 06:00:00,13.0,7478.4,5647.1,5386.5,5386.5,5800.06
