Datetime,Session ID,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *
2025-03-10 00:00:00,1.0,6437.0,7115.3,4608.3,4608.3,4377.25
2025-03-10 00:15:00,1.0,6422.6,7132.4,4418.6,4418.6,4329.32
2025-03-10 00:30:00,2.0,6190.3,6705.9,4107.3,4107.3,4329.5
2025-03-10 00:45:00,2.0,5996.0,6781.7,3974.7,3974.7,4329.51
2025-03-10 01:00:00,3.0,6018.8,7491.9,3690.28,3690.28,3805.64
2025-03-10 01:15:00,3.0,5792.5,7770.7,3641.6,3641.6,3615.89
2025-03-10 01:30:00,4.0,5872.3,8063.1,3697.0,3697.0,3615.64
2025-03-10 01:45:00,4.0,5904.3,8166.0,3723.4,3723.4,3615.29
2025-03-10 02:00:00,5.0,6185.0,8253.0,3831.9,3831.9,3696.31
2025-03-10 02:15:00,5.0,6174.8,8266.8,3791.8,3791.8,3783.3
2025-03-10 02:30:00,6.0,6041.8,8676.5,3846.6,3846.6,3693.85
2025-03-10 02:45:00,6.0,5861.6,8661.9,3723.2,3723.2,3696.08
2025-03-10 03:00:00,7.0,5973.5,8723.1,3749.4,3749.4,3696.33
2025-03-10 03:15:00,7.0,6090.5,8929.0,3866.4,3866.4,3693.15
2025-03-10 03:30:00,8.0,5899.5,8914.3,3833.38,3833.38,3667.22
2025-03-10 03:45:00,8.0,5838.5,8917.5,3842.9,3842.9,3615.14
2025-03-10 04:00:00,9.0,6242.9,8548.4,4055.4,4055.4,3729.46
2025-03-10 04:15:00,9.0,6574.0,7896.9,4263.4,4263.4,4019.17
2025-03-10 04:30:00,10.0,6541.5,7898.1,4190.7,4190.7,4012.08
2025-03-10 04:45:00,10.0,6703.4,7897.7,4323.5,4323.5,4000.34
2025-03-10 05:00:00,11.0,7139.7,6738.7,4964.27,4964.27,4500.44
2025-03-10 05:15:00,11.0,7558.1,6547.8,5190.5,5190.5,4516.98
2025-03-10 05:30:00,12.0,7310.5,7260.0,5119.77,5119.77,4464.88
2025-03-10 05:45:00,12.0,7364.8,7393.8,5252.5,5252.5,4411.01
2025-03-10 06:00:00,13.0,7716.0,7570.9,6084.7,6084.7,4396.83
2025-03-10 06:15:00,13.0,8473.9,6240.1,5707.72,5707.72,5500.4
2025-03-10 06:30:00,14.0,7868.5,5863.1,5073.81,5073.81,5501.11
2025-03-10 06:45:00,14.0,9534.1,5452.8,5376.92,5376.92,7500.79
2025-03-10 07:00:00,15.0,9334.0,5362.8,5254.8,5254.8,7284.0
2025-03-10 07:15:00,15.0,9741.0,5337.1,5232.52,5232.52,7500.98
2025-03-10 07:30:00,16.0,8631.8,6107.4,5487.8,5487.8,5800.63
2025-03-10 07:45:00,16.0,7472.6,6942.8,4961.1,4961.1,4864.18
2025-03-10 08:00:00,17.0,8555.8,6929.2,6064.87,6064.87,5205.14
2025-03-10 08:15:00,17.0,7951.6,7493.2,5979.15,5979.15,4500.16
2025-03-10 08:30:00,18.0,8147.0,7872.0,6235.6,6235.6,4329.97
2025-03-10 08:45:00,18.0,8554.7,9509.1,6829.9,6829.9,4007.39
2025-03-10 09:00:00,19.0,9394.0,8516.2,7582.48,7582.48,4925.62
2025-03-10 09:15:00,19.0,9851.0,8317.8,7700.92,7700.92,5446.1
2025-03-10 09:30:00,20.0,9022.0,9443.7,7436.61,7436.61,4516.17
2025-03-10 09:45:00,20.0,8174.7,9741.0,6844.28,6844.28,4329.27
2025-03-10 10:00:00,21.0,8681.2,10662.0,6696.28,6696.28,3999.17
2025-03-10 10:15:00,21.0,8615.5,11046.8,6687.5,6687.5,3947.02
