Datetime,Session ID,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *
2025-03-09 00:00:00,1.0,7140.8,5699.6,4596.7,4596.7,4540.59
2025-03-09 00:15:00,1.0,7092.7,5589.4,4495.9,4495.9,4540.8
2025-03-09 00:30:00,2.0,6268.3,5751.5,4273.3,4273.3,4499.72
2025-03-09 00:45:00,2.0,6179.5,5961.7,4124.6,4124.6,4499.41
2025-03-09 01:00:00,3.0,5969.2,5994.2,3581.4,3581.4,4219.87
2025-03-09 01:15:00,3.0,6098.4,6038.0,3544.5,3544.5,4219.84
2025-03-09 01:30:00,4.0,5529.4,6188.0,3074.6,3074.6,3999.98
2025-03-09 01:45:00,4.0,5307.0,6593.1,2959.5,2959.5,3800.8
2025-03-09 02:00:00,5.0,5305.1,7070.4,3069.3,3069.3,3615.89
2025-03-09 02:15:00,5.0,5143.4,6997.7,2840.7,2840.7,3667.88
2025-03-09 02:30:00,6.0,5025.7,6796.1,2748.6,2748.6,3667.33
2025-03-09 02:45:00,6.0,5052.5,6954.2,2741.1,2741.1,3615.48
2025-03-09 03:00:00,7.0,4691.0,6692.7,2779.6,2779.6,3615.67
2025-03-09 03:15:00,7.0,4743.7,6559.2,2732.6,2732.6,3615.21
2025-03-09 03:30:00,8.0,4923.7,6769.7,2914.2,2914.2,3615.0
2025-03-09 03:45:00,8.0,5371.0,6787.1,3354.06,3354.06,3999.31
2025-03-09 04:00:00,9.0,6092.9,6600.3,3849.8,3849.8,4329.07
2025-03-09 04:15:00,9.0,6807.1,6219.5,4596.7,4596.7,4499.61
2025-03-09 04:30:00,10.0,7226.3,6213.1,4875.74,4875.74,4540.43
2025-03-09 04:45:00,10.0,7721.4,6231.7,5282.74,5282.74,4999.34
2025-03-09 05:00:00,11.0,9115.8,5585.1,5330.6,5330.6,6510.06
2025-03-09 05:15:00,11.0,10036.3,4815.8,4669.0,4669.0,8000.93
2025-03-09 05:30:00,12.0,9790.2,5481.5,5481.5,5481.5,10000.0
2025-03-09 05:45:00,12.0,10237.1,5723.2,5717.03,5717.03,9197.92
2025-03-09 06:00:00,13.0,9640.2,6118.4,6041.93,6041.93,6505.43
2025-03-09 06:15:00,13.0,10461.0,6326.6,6276.13,6276.13,8000.07
2025-03-09 06:30:00,14.0,9648.6,5768.6,5454.68,5454.68,5999.91
2025-03-09 06:45:00,14.0,9719.9,5490.4,5190.66,5190.66,6000.49
2025-03-09 07:00:00,15.0,8721.0,5859.8,5232.91,5232.91,5400.8
2025-03-09 07:15:00,15.0,8199.6,7034.5,5476.6,5476.6,4674.04
2025-03-09 07:30:00,16.0,7274.3,6022.5,4791.4,4791.4,4577.94
2025-03-09 07:45:00,16.0,7429.4,6698.3,5151.1,5151.1,4438.56
