Datetime,Session ID,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *
2025-03-20 00:00:00,1.0,6370.2,4361.9,3002.4,3002.4,4481.51
2025-03-20 00:15:00,1.0,6168.5,4257.8,2836.3,2836.3,4219.77
2025-03-20 00:30:00,2.0,6292.8,4463.5,3321.41,3321.41,4540.95
2025-03-20 00:45:00,2.0,6054.0,4598.5,3182.32,3182.32,4265.76
2025-03-20 01:00:00,3.0,5928.3,4865.1,3170.46,3170.46,4199.34
2025-03-20 01:15:00,3.0,5490.6,4701.3,2934.85,2934.85,4160.13
2025-03-20 01:30:00,4.0,5747.2,5058.4,3308.51,3308.51,4219.94
2025-03-20 01:45:00,4.0,5747.5,5211.3,3273.28,3273.28,4199.21
2025-03-20 02:00:00,5.0,5302.7,6075.0,3290.69,3290.69,3610.31
2025-03-20 02:15:00,5.0,5411.4,6336.5,3359.52,3359.52,3610.75
2025-03-20 02:30:00,6.0,5081.6,6169.0,3058.02,3058.02,3615.79
2025-03-20 02:45:00,6.0,5079.1,6179.3,2955.8,2955.8,3615.04
2025-03-20 03:00:00,7.0,4989.3,6000.6,2859.73,2859.73,3704.67
2025-03-20 03:15:00,7.0,4943.3,6042.7,2864.75,2864.75,3693.51
2025-03-20 03:30:00,8.0,4716.5,5178.8,2457.8,2457.8,4009.0
2025-03-20 03:45:00,8.0,4738.0,5162.2,2493.6,2493.6,3929.0
2025-03-20 04:00:00,9.0,5323.1,4742.7,2747.76,2747.76,4372.36
2025-03-20 04:15:00,9.0,5621.0,4470.2,3088.8,3088.8,4577.48
2025-03-20 04:30:00,10.0,6284.7,4958.4,3630.83,3630.83,4869.33
2025-03-20 04:45:00,10.0,6358.0,4856.8,3942.3,3942.3,5180.43
2025-03-20 05:00:00,11.0,6452.5,4719.8,3892.9,3892.9,4846.0
2025-03-20 05:15:00,11.0,6914.9,4204.5,3781.1,3781.1,5505.66
2025-03-20 05:30:00,12.0,7177.3,4102.6,3734.0,3734.0,6004.34
2025-03-20 05:45:00,12.0,7050.9,3796.4,3590.6,3590.6,6499.48
2025-03-20 06:00:00,13.0,7442.2,3203.4,3203.4,3203.4,9485.89
2025-03-20 06:15:00,13.0,7161.7,2513.5,2513.5,2513.5,10000.0
2025-03-20 06:30:00,14.0,6776.1,2324.9,2324.9,2324.9,10000.0
2025-03-20 06:45:00,14.0,7449.2,2162.6,2162.6,2162.6,10000.0
2025-03-20 07:00:00,15.0,7612.0,3113.8,3113.8,3113.8,10000.0
2025-03-20 07:15:00,15.0,6812.9,3637.7,3637.7,3637.7,10000.0
2025-03-20 07:30:00,16.0,5499.4,5826.0,4174.6,4174.6,4500.32
2025-03-20 07:45:00,16.0,5079.6,6811.6,4361.69,4361.69,3750.73
2025-03-20 08:00:00,17.0,5111.3,6334.1,4162.4,4162.4,3693.14
2025-03-20 08:15:00,17.0,5345.6,6693.4,4499.0,4499.0,3720.05
2025-03-20 08:30:00,18.0,5529.2,7799.7,4533.2,4533.2,3569.29
2025-03-20 08:45:00,18.0,5223.8,8411.0,4506.4,4506.4,3400.8
2025-03-20 09:00:00,19.0,6420.8,7785.4,4985.1,4985.1,3979.98
2025-03-20 09:15:00,19.0,6623.3,8085.8,4975.3,4975.3,4000.56
2025-03-20 09:30:00,20.0,5891.1,9621.3,4861.1,4861.1,3529.76
2025-03-20 09:45:00,20.0,6059.2,10434.6,5032.0,5032.0,3518.34
2025-03-20 10:00:00,21.0,6047.0,11381.7,5053.7,5053.7,3063.54
2025-03-20 10:15:00,21.0,6219.9,12086.1,5113.1,5113.1,3238.01
2025-03-20 10:30:00,22.0,6363.0,11995.7,5098.55,5098.55,3169.81
2025-03-20 10:45:00,22.0,6551.3,12905.8,5359.4,5359.4,3059.63
2025-03-20 11:00:00,23.0,6754.0,13471.6,5587.7,5587.7,3010.4
2025-03-20 11:15:00,23.0,7105.7,14387.1,5893.51,5893.51,3000.55
2025-03-20 11:30:00,24.0,7241.0,14505.3,6247.2,6247.2,2990.64
