Datetime,Session ID,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *
2025-03-06 00:00:00,1.0,6181.6,6250.9,3505.5,3505.5,4140.63
2025-03-06 00:15:00,1.0,6314.1,6011.8,3521.87,3521.87,4377.31
2025-03-06 00:30:00,2.0,6074.3,5626.5,2996.57,2996.57,4325.3
2025-03-06 00:45:00,2.0,5917.1,5815.9,2873.59,2873.59,4219.12
2025-03-06 01:00:00,3.0,5691.7,6114.1,2905.5,2905.5,3880.47
2025-03-06 01:15:00,3.0,5645.3,6269.3,2880.99,2880.99,3696.57
2025-03-06 01:30:00,4.0,5741.0,6416.9,3053.1,3053.1,3880.67
2025-03-06 01:45:00,4.0,5373.1,6346.6,2914.5,2914.5,3880.41
2025-03-06 02:00:00,5.0,5611.0,7185.5,3338.6,3338.6,3667.54
2025-03-06 02:15:00,5.0,5571.9,7198.7,3206.82,3206.82,3639.81
2025-03-06 02:30:00,6.0,5563.6,7329.9,3171.4,3171.4,3693.63
2025-03-06 02:45:00,6.0,5568.3,7339.2,3124.13,3124.13,3615.93
2025-03-06 03:00:00,7.0,4990.1,7192.3,2771.84,2771.84,3573.64
2025-03-06 03:15:00,7.0,4965.5,7153.2,2869.72,2869.72,3582.32
2025-03-06 03:30:00,8.0,5196.3,6877.9,2796.91,2796.91,3639.12
2025-03-06 03:45:00,8.0,5350.5,6862.6,2851.36,2851.36,3693.66
2025-03-06 04:00:00,9.0,5613.7,6846.6,3234.73,3234.73,3979.1
2025-03-06 04:15:00,9.0,5849.1,6401.8,3227.38,3227.38,4140.5
2025-03-06 04:30:00,10.0,6088.0,6411.4,3593.77,3593.77,4219.96
2025-03-06 04:45:00,10.0,6291.1,5985.7,3818.46,3818.46,4377.88
2025-03-06 05:00:00,11.0,7071.2,6211.6,4603.52,4603.52,4499.62
2025-03-06 05:15:00,11.0,8275.7,5681.8,5238.44,5238.44,5575.88
2025-03-06 05:30:00,12.0,8819.3,5361.5,5267.03,5267.03,6720.06
2025-03-06 05:45:00,12.0,9326.2,5272.0,5244.93,5244.93,6720.83
2025-03-06 06:00:00,13.0,7344.2,5610.3,5274.35,5274.35,5500.01
2025-03-06 06:15:00,13.0,7812.6,4809.2,4577.42,4577.42,6550.56
2025-03-06 06:30:00,14.0,7128.8,4402.8,4134.63,4134.63,6600.3
2025-03-06 06:45:00,14.0,8715.4,4249.3,4249.3,4249.3,10000.0
2025-03-06 07:00:00,15.0,9262.6,3805.6,3805.58,3805.58,10000.0
2025-03-06 07:15:00,15.0,10352.4,3742.4,3742.36,3742.36,10000.0
2025-03-06 07:30:00,16.0,8684.8,4097.6,4097.6,4097.6,10000.0
