Datetime,Session ID,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *
2025-03-02 00:00:00,1.0,5642.7,8675.5,3669.6,3669.6,3564.97
2025-03-02 00:15:00,1.0,6001.1,8315.4,3726.63,3726.63,3639.7
2025-03-02 00:30:00,2.0,5850.5,7978.2,3726.49,3726.49,3834.11
2025-03-02 00:45:00,2.0,5798.0,7927.8,3590.38,3590.38,3834.3
2025-03-02 01:00:00,3.0,5225.7,8574.2,3331.02,3331.02,3639.49
2025-03-02 01:15:00,3.0,5230.2,8554.7,3336.13,3336.13,3639.4
2025-03-02 01:30:00,4.0,5097.6,8615.0,3239.0,3239.0,3564.33
2025-03-02 01:45:00,4.0,4822.6,8703.2,3282.0,3282.0,3444.15
2025-03-02 02:00:00,5.0,4926.7,9638.3,3580.14,3580.14,3195.9
2025-03-02 02:15:00,5.0,4826.0,9763.1,3524.47,3524.47,3138.12
2025-03-02 02:30:00,6.0,4778.0,9950.7,3548.55,3548.55,3111.49
2025-03-02 02:45:00,6.0,4879.5,9940.2,3598.68,3598.68,3138.1
2025-03-02 03:00:00,7.0,4863.2,9729.3,3607.1,3607.1,3130.04
2025-03-02 03:15:00,7.0,4914.4,9294.2,3458.4,3458.4,3250.31
2025-03-02 03:30:00,8.0,4580.1,8847.0,3111.2,3111.2,3336.01
2025-03-02 03:45:00,8.0,4626.4,9278.5,3360.6,3360.6,3139.81
2025-03-02 04:00:00,9.0,5045.1,9867.1,3755.7,3755.7,3200.25
2025-03-02 04:15:00,9.0,5182.7,9323.6,3662.3,3662.3,3441.0
2025-03-02 04:30:00,10.0,5404.5,9039.4,3677.7,3677.7,3615.26
2025-03-02 04:45:00,10.0,5732.3,8566.2,3879.6,3879.6,3767.73
2025-03-02 05:00:00,11.0,5254.8,7541.6,3625.65,3625.65,3910.23
2025-03-02 05:15:00,11.0,5399.0,7153.0,3696.6,3696.6,4012.95
2025-03-02 05:30:00,12.0,6172.3,6384.1,4237.4,4237.4,4499.98
2025-03-02 05:45:00,12.0,6144.4,5694.0,4189.8,4189.8,4540.53
2025-03-02 06:00:00,13.0,5898.6,6107.0,4490.6,4490.6,4626.75
2025-03-02 06:15:00,13.0,6126.4,5473.1,4092.4,4092.4,5200.08
2025-03-02 06:30:00,14.0,7020.3,6005.5,4897.4,4897.4,5243.77
2025-03-02 06:45:00,14.0,7549.8,5414.3,4759.4,4759.4,5600.3
2025-03-02 07:00:00,15.0,7446.4,5248.4,4625.45,4625.45,5954.16
2025-03-02 07:15:00,15.0,7710.4,5204.8,4609.08,4609.08,5955.02
2025-03-02 07:30:00,16.0,6998.5,6098.4,4716.53,4716.53,5000.67
2025-03-02 07:45:00,16.0,6644.5,6337.8,4804.23,4804.23,4802.51
2025-03-02 08:00:00,17.0,5572.2,6523.4,4368.16,4368.16,4690.31
2025-03-02 08:15:00,17.0,5003.2,7456.8,4118.22,4118.22,4400.8
2025-03-02 08:30:00,18.0,4235.9,7956.5,3951.85,3951.85,3490.92
2025-03-02 08:45:00,18.0,3700.3,9270.2,3655.4,3655.4,1999.37
2025-03-02 09:00:00,19.0,4327.4,8102.2,3932.6,3932.6,3250.51
2025-03-02 09:15:00,19.0,4678.2,8642.3,3942.6,3942.6,3336.58
2025-03-02 09:30:00,20.0,4884.8,9015.2,4288.5,4288.5,3244.9
2025-03-02 09:45:00,20.0,5350.4,9449.7,4680.4,4680.4,3372.59
2025-03-02 10:00:00,21.0,5627.4,11259.8,4649.0,4649.0,3138.85
2025-03-02 10:15:00,21.0,5632.1,11115.0,4692.3,4692.3,3175.81
2025-03-02 10:30:00,22.0,5435.1,12548.8,4889.61,4889.61,2886.98
2025-03-02 10:45:00,22.0,5141.7,12622.8,4858.42,4858.42,2575.08
2025-03-02 11:00:00,23.0,5324.6,13538.5,5089.5,5089.5,2400.05
2025-03-02 11:15:00,23.0,5420.5,15004.3,5369.8,5369.8,1999.56
2025-03-02 11:30:00,24.0,6540.2,16811.0,6410.86,6410.86,2210.6
2025-03-02 11:45:00,24.0,6653.9,17898.1,6613.5,6613.5,1817.93
2025-03-02 12:00:00,25.0,7157.9,17606.8,6351.11,6351.11,2500.67
