Datetime,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *
2025-03-19 00:00:00,10872.1,8396.7,6666.6,6666.6,5000.54
2025-03-19 00:00:00,10872.1,8396.7,6666.6,6666.6,5000.54
2025-03-19 00:15:00,11482.6,9057.7,7171.2,7171.2,5375.68
2025-03-19 00:15:00,11482.6,9057.7,7171.2,7171.2,5375.68
2025-03-19 00:30:00,11838.1,9360.5,7597.5,7597.5,5499.76
2025-03-19 00:30:00,11838.1,9360.5,7597.5,7597.5,5499.76
2025-03-19 00:45:00,12191.7,9697.5,7887.7,7887.7,5929.95
2025-03-19 00:45:00,12191.7,9697.5,7887.7,7887.7,5929.95
2025-03-19 01:00:00,11763.8,10209.7,7793.0,7793.0,4999.81
2025-03-19 01:00:00,11763.8,10209.7,7793.0,7793.0,4999.81
2025-03-19 01:15:00,11628.2,10501.5,7735.3,7735.3,4500.83
2025-03-19 01:15:00,11628.2,10501.5,7735.3,7735.3,4500.83
2025-03-19 01:30:00,11541.4,10594.0,7808.9,7808.9,4500.18
2025-03-19 01:30:00,11541.4,10594.0,7808.9,7808.9,4500.18
2025-03-19 01:45:00,11508.4,10471.7,7812.3,7812.3,4500.09
2025-03-19 01:45:00,11508.4,10471.7,7812.3,7812.3,4500.09
2025-03-19 02:00:00,11009.2,10458.1,7514.4,7514.4,4109.83
2025-03-19 02:00:00,11009.2,10458.1,7514.4,7514.4,4109.83
2025-03-19 02:15:00,11023.2,10202.7,7538.1,7538.1,4200.11
2025-03-19 02:15:00,11023.2,10202.7,7538.1,7538.1,4200.11
2025-03-19 02:30:00,11028.0,9978.0,7513.9,7513.9,4200.21
2025-03-19 02:30:00,11028.0,9978.0,7513.9,7513.9,4200.21
2025-03-19 02:45:00,10814.9,9997.2,7307.7,7307.7,4109.76
2025-03-19 02:45:00,10814.9,9997.2,7307.7,7307.7,4109.76
2025-03-19 03:00:00,10699.4,9706.2,7118.5,7118.5,4109.86
2025-03-19 03:00:00,10699.4,9706.2,7118.5,7118.5,4109.86
2025-03-19 03:15:00,10555.5,9662.0,6973.5,6973.5,4109.62
2025-03-19 03:15:00,10555.5,9662.0,6973.5,6973.5,4109.62
2025-03-19 03:30:00,10396.6,9749.8,6821.1,6821.1,4109.12
2025-03-19 03:30:00,10396.6,9749.8,6821.1,6821.1,4109.12
2025-03-19 03:45:00,10464.9,9881.1,6886.6,6886.6,4050.92
2025-03-19 03:45:00,10464.9,9881.1,6886.6,6886.6,4050.92
2025-03-19 04:00:00,10793.0,9985.5,7203.1,7203.1,4109.37
2025-03-19 04:00:00,10793.0,9985.5,7203.1,7203.1,4109.37
2025-03-19 04:15:00,11005.7,9735.5,7421.9,7421.9,4379.18
2025-03-19 04:15:00,11005.7,9735.5,7421.9,7421.9,4379.18
2025-03-19 04:30:00,11208.5,9356.6,7506.5,7506.5,4500.26
2025-03-19 04:30:00,11208.5,9356.6,7506.5,7506.5,4500.26
2025-03-19 04:45:00,11262.6,9117.8,7420.3,7420.3,4516.32
2025-03-19 04:45:00,11262.6,9117.8,7420.3,7420.3,4516.32
2025-03-19 05:00:00,11154.5,8937.0,7400.0,7400.0,5199.66
2025-03-19 05:00:00,11154.5,8937.0,7400.0,7400.0,5199.66
2025-03-19 05:15:00,11084.5,9107.9,7264.7,7264.7,5199.78
2025-03-19 05:15:00,11084.5,9107.9,7264.7,7264.7,5199.78
2025-03-19 05:30:00,11582.8,8849.1,7567.6,7567.6,6101.46
2025-03-19 05:30:00,11582.8,8849.1,7567.6,7567.6,6101.46
2025-03-19 05:45:00,11710.4,9296.7,7792.6,7792.6,6000.16
2025-03-19 05:45:00,11710.4,9296.7,7792.6,7792.6,6000.16
2025-03-19 06:00:00,12595.4,10651.9,9077.0,9077.0,5499.81
2025-03-19 06:00:00,12595.4,10651.9,9077.0,9077.0,5499.81
2025-03-19 06:15:00,13192.5,11082.5,9665.0,9665.0,5499.6
2025-03-19 06:15:00,13192.5,11082.5,9665.0,9665.0,5499.6
2025-03-19 06:30:00,13764.4,11094.6,10158.1,10158.1,5499.88
2025-03-19 06:30:00,13764.4,11094.6,10158.1,10158.1,5499.88
2025-03-19 06:45:00,13765.4,11049.4,10298.5,10298.5,5499.87
2025-03-19 06:45:00,13765.4,11049.4,10298.5,10298.5,5499.87
2025-03-19 07:00:00,13340.7,11576.0,10240.3,10240.3,4750.4
2025-03-19 07:00:00,13340.7,11576.0,10240.3,10240.3,4750.4
2025-03-19 07:15:00,12960.5,12281.9,10149.1,10149.1,4140.0
2025-03-19 07:15:00,12960.5,12281.9,10149.1,10149.1,4140.0
2025-03-19 07:30:00,12172.9,12672.4,9366.5,9366.5,4019.42
2025-03-19 07:30:00,12172.9,12672.4,9366.5,9366.5,4019.42
2025-03-19 07:45:00,11640.0,12938.1,8959.0,8959.0,4002.27
2025-03-19 07:45:00,11640.0,12938.1,8959.0,8959.0,4002.27
2025-03-19 08:00:00,10989.8,16424.5,9039.4,9039.4,3401.8
2025-03-19 08:00:00,10989.8,16424.5,9039.4,9039.4,3401.8
2025-03-19 08:15:00,10997.9,16762.2,8800.5,8800.5,3383.37
2025-03-19 08:15:00,10997.9,16762.2,8800.5,8800.5,3383.37
2025-03-19 08:30:00,11589.3,18090.0,9241.9,9241.9,3309.95
2025-03-19 08:30:00,11589.3,18090.0,9241.9,9241.9,3309.95
2025-03-19 08:45:00,10905.3,18400.4,8757.9,8757.9,3309.49
2025-03-19 08:45:00,10905.3,18400.4,8757.9,8757.9,3309.49
2025-03-19 09:00:00,12864.3,19763.6,10398.0,10398.0,3383.35
2025-03-19 09:00:00,12864.3,19763.6,10398.0,10398.0,3383.35
2025-03-19 09:15:00,12935.9,20080.7,10477.9,10477.9,3383.34
2025-03-19 09:15:00,12935.9,20080.7,10477.9,10477.9,3383.34
2025-03-19 09:30:00,12338.0,20370.3,9998.9,9998.9,3320.58
2025-03-19 09:30:00,12338.0,20370.3,9998.9,9998.9,3320.58
2025-03-19 09:45:00,12257.4,20406.3,9863.4,9863.4,3320.76
2025-03-19 09:45:00,12257.4,20406.3,9863.4,9863.4,3320.76
2025-03-19 10:00:00,11145.7,21909.5,8614.2,8614.2,2979.51
2025-03-19 10:00:00,11145.7,21909.5,8614.2,8614.2,2979.51
2025-03-19 10:15:00,10890.0,21931.3,8423.3,8423.3,3000.93
2025-03-19 10:15:00,10890.0,21931.3,8423.3,8423.3,3000.93
2025-03-19 10:30:00,11056.6,21907.9,8302.6,8302.6,3072.22
2025-03-19 10:30:00,11056.6,21907.9,8302.6,8302.6,3072.22
2025-03-19 10:45:00,11009.5,22240.2,8255.9,8255.9,3072.22
2025-03-19 10:45:00,11009.5,22240.2,8255.9,8255.9,3072.22
2025-03-19 11:00:00,11268.8,22844.9,8483.3,8483.3,3072.71
2025-03-19 11:00:00,11268.8,22844.9,8483.3,8483.3,3072.71
2025-03-19 11:15:00,11240.9,23101.3,8455.69,8455.69,3072.34
2025-03-19 11:15:00,11240.9,23101.3,8455.69,8455.69,3072.34
2025-03-19 11:30:00,11169.6,23674.0,8439.81,8439.81,3000.71
2025-03-19 11:30:00,11169.6,23674.0,8439.81,8439.81,3000.71
2025-03-19 11:45:00,11116.2,24183.5,8471.3,8471.3,2944.37
2025-03-19 11:45:00,11116.2,24183.5,8471.3,8471.3,2944.37
2025-03-19 12:00:00,10732.6,24874.3,8179.2,8179.2,2900.92
2025-03-19 12:00:00,10732.6,24874.3,8179.2,8179.2,2900.92
2025-03-19 12:15:00,10802.4,25254.2,8232.4,8232.4,2899.71
2025-03-19 12:15:00,10802.4,25254.2,8232.4,8232.4,2899.71
2025-03-19 12:30:00,10579.4,25876.1,8233.9,8233.9,2859.86
2025-03-19 12:30:00,10579.4,25876.1,8233.9,8233.9,2859.86
2025-03-19 12:45:00,10650.6,26485.3,8305.0,8305.0,2859.02
2025-03-19 12:45:00,10650.6,26485.3,8305.0,8305.0,2859.02
2025-03-19 13:00:00,10555.2,27780.9,8552.2,8552.2,2563.8
2025-03-19 13:00:00,10555.2,27780.9,8552.2,8552.2,2563.8
2025-03-19 13:15:00,10572.7,28518.3,8646.0,8646.0,2405.4
2025-03-19 13:15:00,10572.7,28518.3,8646.0,8646.0,2405.4
2025-03-19 13:30:00,10654.7,29027.6,8897.0,8897.0,2397.87
2025-03-19 13:30:00,10654.7,29027.6,8897.0,8897.0,2397.87
2025-03-19 13:45:00,10749.3,29409.6,8991.6,8991.6,2397.37
2025-03-19 13:45:00,10749.3,29409.6,8991.6,8991.6,2397.37
2025-03-19 14:00:00,11322.9,29409.1,9317.8,9317.8,2397.79
2025-03-19 14:00:00,11322.9,29409.1,9317.8,9317.8,2397.79
2025-03-19 14:15:00,11588.7,28990.9,9478.4,9478.4,2533.29
2025-03-19 14:15:00,11588.7,28990.9,9478.4,9478.4,2533.29
2025-03-19 14:30:00,12647.9,28562.6,10105.3,10105.3,2810.08
2025-03-19 14:30:00,12647.9,28562.6,10105.3,10105.3,2810.08
2025-03-19 14:45:00,13016.8,28579.8,10474.5,10474.5,2811.05
2025-03-19 14:45:00,13016.8,28579.8,10474.5,10474.5,2811.05
2025-03-19 15:00:00,13902.7,26113.3,11034.4,11034.4,2925.45
2025-03-19 15:00:00,13902.7,26113.3,11034.4,11034.4,2925.45
2025-03-19 15:15:00,14641.6,25809.5,11773.8,11773.8,2999.11
2025-03-19 15:15:00,14641.6,25809.5,11773.8,11773.8,2999.11
2025-03-19 15:30:00,15464.2,24993.0,12186.7,12186.7,3098.52
2025-03-19 15:30:00,15464.2,24993.0,12186.7,12186.7,3098.52
2025-03-19 15:45:00,16344.3,24304.2,12783.0,12783.0,3271.21
2025-03-19 15:45:00,16344.3,24304.2,12783.0,12783.0,3271.21
2025-03-19 16:00:00,16479.0,21672.5,13052.9,13052.9,3401.38
2025-03-19 16:00:00,16479.0,21672.5,13052.9,13052.9,3401.38
2025-03-19 16:15:00,16683.0,20419.5,13240.4,13240.4,3513.51
2025-03-19 16:15:00,16683.0,20419.5,13240.4,13240.4,3513.51
2025-03-19 16:30:00,15624.5,18763.0,12137.2,12137.2,3529.19
2025-03-19 16:30:00,15624.5,18763.0,12137.2,12137.2,3529.19
2025-03-19 16:45:00,15563.4,17427.2,12046.6,12046.6,3653.87
2025-03-19 16:45:00,15563.4,17427.2,12046.6,12046.6,3653.87
2025-03-19 17:00:00,14446.2,16497.2,10937.1,10937.1,3573.15
2025-03-19 17:00:00,14446.2,16497.2,10937.1,10937.1,3573.15
2025-03-19 17:15:00,13799.9,15145.7,10196.1,10196.1,3698.47
2025-03-19 17:15:00,13799.9,15145.7,10196.1,10196.1,3698.47
2025-03-19 17:30:00,14436.2,14151.2,10639.8,10639.8,3759.76
2025-03-19 17:30:00,14436.2,14151.2,10639.8,10639.8,3759.76
2025-03-19 17:45:00,13448.7,12319.8,9358.5,9358.5,3799.94
2025-03-19 17:45:00,13448.7,12319.8,9358.5,9358.5,3799.94
2025-03-19 18:00:00,12519.9,10799.0,7924.7,7924.7,4516.38
2025-03-19 18:00:00,12519.9,10799.0,7924.7,7924.7,4516.38
2025-03-19 18:15:00,13067.8,8524.5,7630.9,7630.9,5510.26
2025-03-19 18:15:00,13067.8,8524.5,7630.9,7630.9,5510.26
2025-03-19 18:30:00,13401.9,6140.4,6140.4,6140.4,10000.0
2025-03-19 18:30:00,13401.9,6140.4,6140.4,6140.4,10000.0
2025-03-19 18:45:00,13629.2,5110.4,5110.38,5110.38,10000.0
2025-03-19 18:45:00,13629.2,5110.4,5110.38,5110.38,10000.0
2025-03-19 19:00:00,14883.7,4152.4,4152.4,4152.4,10000.0
2025-03-19 19:00:00,14883.7,4152.4,4152.4,4152.4,10000.0
2025-03-19 19:15:00,14849.9,4011.7,4011.69,4011.69,10000.0
2025-03-19 19:15:00,14849.9,4011.7,4011.69,4011.69,10000.0
2025-03-19 19:30:00,13572.4,4515.3,4515.3,4515.3,10000.0
2025-03-19 19:30:00,13572.4,4515.3,4515.3,4515.3,10000.0
2025-03-19 19:45:00,12805.2,4354.7,4354.68,4354.68,10000.0
2025-03-19 19:45:00,12805.2,4354.7,4354.68,4354.68,10000.0
2025-03-19 20:00:00,11788.8,5196.0,5195.99,5195.99,10000.0
2025-03-19 20:00:00,11788.8,5196.0,5195.99,5195.99,10000.0
2025-03-19 20:15:00,10818.1,5583.7,5315.7,5315.7,9186.2
2025-03-19 20:15:00,10818.1,5583.7,5315.7,5315.7,9186.2
2025-03-19 20:30:00,11057.8,6194.9,5605.09,5605.09,5660.83
2025-03-19 20:30:00,11057.8,6194.9,5605.09,5605.09,5660.83
2025-03-19 20:45:00,10956.5,6665.5,5837.8,5837.8,5375.96
2025-03-19 20:45:00,10956.5,6665.5,5837.8,5837.8,5375.96
2025-03-19 21:00:00,10796.1,6556.7,5694.1,5694.1,5405.85
2025-03-19 21:00:00,10796.1,6556.7,5694.1,5694.1,5405.85
2025-03-19 21:15:00,10895.1,6825.1,5911.2,5911.2,5390.09
2025-03-19 21:15:00,10895.1,6825.1,5911.2,5911.2,5390.09
2025-03-19 21:30:00,10806.5,6649.7,5734.1,5734.1,5450.79
2025-03-19 21:30:00,10806.5,6649.7,5734.1,5734.1,5450.79
2025-03-19 21:45:00,10739.8,6879.2,5825.75,5825.75,5300.96
2025-03-19 21:45:00,10739.8,6879.2,5825.75,5825.75,5300.96
2025-03-19 22:00:00,10481.2,6594.1,5585.2,5585.2,5405.77
2025-03-19 22:00:00,10481.2,6594.1,5585.2,5585.2,5405.77
2025-03-19 22:15:00,10852.6,6376.4,5761.2,5761.2,6500.01
2025-03-19 22:15:00,10852.6,6376.4,5761.2,5761.2,6500.01
2025-03-19 22:30:00,11156.3,5882.7,5580.0,5580.0,6509.17
2025-03-19 22:30:00,11156.3,5882.7,5580.0,5580.0,6509.17
2025-03-19 22:45:00,11777.1,5971.8,5873.7,5873.7,9000.06
2025-03-19 22:45:00,11777.1,5971.8,5873.7,5873.7,9000.06
2025-03-19 23:00:00,10994.7,6034.3,5688.6,5688.6,6500.28
2025-03-19 23:00:00,10994.7,6034.3,5688.6,5688.6,6500.28
2025-03-19 23:15:00,11000.0,6243.6,5845.3,5845.3,5499.96
2025-03-19 23:15:00,11000.0,6243.6,5845.3,5845.3,5499.96
2025-03-19 23:30:00,10662.8,6487.7,5598.58,5598.58,5300.49
2025-03-19 23:30:00,10662.8,6487.7,5598.58,5598.58,5300.49
2025-03-19 23:45:00,10552.6,6524.5,5550.81,5550.81,5300.07
2025-03-19 23:45:00,10552.6,6524.5,5550.81,5550.81,5300.07
