Datetime,Session ID,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *
2025-03-12 00:00:00,1.0,7369.4,5316.4,4376.9,4376.9,4774.0
2025-03-12 00:15:00,1.0,7169.9,5489.8,4250.58,4250.58,4540.89
2025-03-12 00:30:00,2.0,7281.6,5309.0,4299.4,4299.4,5005.33
2025-03-12 00:45:00,2.0,6894.5,5347.7,4074.3,4074.3,5005.05
2025-03-12 01:00:00,3.0,6268.3,6046.0,4050.5,4050.5,4519.14
2025-03-12 01:15:00,3.0,5615.3,6128.5,3448.72,3448.72,4499.26
2025-03-12 01:30:00,4.0,6051.5,6164.5,3790.23,3790.23,4499.74
2025-03-12 01:45:00,4.0,5939.4,6213.2,3680.17,3680.17,4499.28
2025-03-12 02:00:00,5.0,6235.3,6233.9,3756.14,3756.14,4499.34
2025-03-12 02:15:00,5.0,6140.4,6254.1,3660.75,3660.75,4499.08
2025-03-12 02:30:00,6.0,6625.0,6307.7,4016.51,4016.51,4499.82
2025-03-12 02:45:00,6.0,6463.7,6257.8,3855.23,3855.23,4499.43
2025-03-12 03:00:00,7.0,5842.4,6343.6,3523.06,3523.06,4206.91
2025-03-12 03:15:00,7.0,5992.7,6409.1,3663.46,3663.46,4206.96
2025-03-12 03:30:00,8.0,5710.5,6341.3,3658.4,3658.4,4325.43
2025-03-12 03:45:00,8.0,5924.4,6239.7,3649.8,3649.8,4499.12
2025-03-12 04:00:00,9.0,6093.3,5911.6,3849.88,3849.88,4516.16
2025-03-12 04:15:00,9.0,6844.7,5800.7,4564.41,4564.41,5005.02
2025-03-12 04:30:00,10.0,6426.8,5734.2,4183.44,4183.44,4519.9
2025-03-12 04:45:00,10.0,6741.7,5869.9,4589.29,4589.29,4625.33
2025-03-12 05:00:00,11.0,6404.2,5493.4,4407.16,4407.16,4577.59
2025-03-12 05:15:00,11.0,7129.8,5583.2,4842.34,4842.34,5300.92
2025-03-12 05:30:00,12.0,7337.8,5281.3,4756.64,4756.64,5505.46
2025-03-12 05:45:00,12.0,7513.8,5262.7,4813.15,4813.15,5805.98
2025-03-12 06:00:00,13.0,7408.0,5084.1,4732.79,4732.79,6505.97
2025-03-12 06:15:00,13.0,7992.4,3732.1,3732.1,3732.1,10000.0
2025-03-12 06:30:00,14.0,7940.2,3155.8,3155.8,3155.8,10000.0
2025-03-12 06:45:00,14.0,8429.6,2770.1,2770.1,2770.1,10000.0
2025-03-12 07:00:00,15.0,7367.4,2599.8,2599.8,2599.8,10000.0
2025-03-12 07:15:00,15.0,6894.9,2583.3,2583.29,2583.29,10000.0
2025-03-12 07:30:00,16.0,5738.1,3041.0,2843.38,2843.38,6505.1
2025-03-12 07:45:00,16.0,4920.5,3887.4,3461.11,3461.11,4420.82
2025-03-12 08:00:00,17.0,5290.5,3980.5,2976.39,2976.39,5006.39
2025-03-12 08:15:00,17.0,5074.2,4601.6,3282.47,3282.47,4464.53
2025-03-12 08:30:00,18.0,5667.0,5147.9,3873.97,3873.97,4500.87
2025-03-12 08:45:00,18.0,6512.2,5631.6,4676.21,4676.21,5200.85
2025-03-12 09:00:00,19.0,7045.2,6272.9,5196.09,5196.09,5100.92
2025-03-12 09:15:00,19.0,7583.0,6721.3,5712.74,5712.74,5300.7
2025-03-12 09:30:00,20.0,7198.6,6938.2,5704.79,5704.79,5100.3
2025-03-12 09:45:00,20.0,6774.4,7480.1,5376.2,5376.2,4499.76
2025-03-12 10:00:00,21.0,6784.7,8449.2,5114.4,5114.4,3849.42
2025-03-12 10:15:00,21.0,6798.5,8735.6,5102.7,5102.7,3947.32
2025-03-12 10:30:00,22.0,6904.0,8486.1,5169.7,5169.7,3947.15
2025-03-12 10:45:00,22.0,6030.3,8885.8,4654.2,4654.2,3573.81
2025-03-12 11:00:00,23.0,6581.8,9853.7,5191.32,5191.32,3470.34
2025-03-12 11:15:00,23.0,6636.8,10352.4,5168.71,5168.71,3550.32
2025-03-12 11:30:00,24.0,6840.1,10743.2,5390.2,5390.2,3573.11
2025-03-12 11:45:00,24.0,6776.8,11899.4,5398.4,5398.4,3401.79
2025-03-12 12:00:00,25.0,7452.3,12149.1,6025.9,6025.9,3553.29
2025-03-12 12:15:00,25.0,7841.7,12244.4,6315.4,6315.4,3573.24
2025-03-12 12:30:00,26.0,7431.1,13004.1,6043.4,6043.4,3369.57
2025-03-12 12:45:00,26.0,7167.7,13367.9,5888.39,5888.39,3249.14
2025-03-12 13:00:00,27.0,5679.7,14386.3,5483.05,5483.05,2240.88
2025-03-12 13:15:00,27.0,6128.0,14634.2,5815.91,5815.91,2550.17
2025-03-12 13:30:00,28.0,6298.4,13834.7,5513.22,5513.22,3000.63
2025-03-12 13:45:00,28.0,6726.3,13881.4,5895.05,5895.05,3111.55
2025-03-12 14:00:00,29.0,6886.2,14675.4,5890.66,5890.66,3100.64
2025-03-12 14:15:00,29.0,6672.9,14092.9,5495.7,5495.7,3127.92
2025-03-12 14:30:00,30.0,7324.1,13482.4,6038.78,6038.78,3130.24
2025-03-12 14:45:00,30.0,7627.5,12823.2,6151.8,6151.8,3195.51
2025-03-12 15:00:00,31.0,7350.6,11848.3,6038.99,6038.99,3133.33
2025-03-12 15:15:00,31.0,7977.8,11439.5,6190.65,6190.65,3415.92
2025-03-12 15:30:00,32.0,7630.3,11259.7,6234.07,6234.07,3470.68
2025-03-12 15:45:00,32.0,7431.5,10724.8,6030.9,6030.9,3499.51
2025-03-12 16:00:00,33.0,6657.0,9721.9,5664.7,5664.7,3399.78
2025-03-12 16:15:00,33.0,6543.9,9051.3,5549.32,5549.32,3400.16
2025-03-12 16:30:00,34.0,6149.5,9010.1,5606.2,5606.2,2862.77
2025-03-12 16:45:00,34.0,5818.6,8172.9,5274.2,5274.2,2862.98
2025-03-12 17:00:00,35.0,5198.5,7647.0,4537.8,4537.8,3088.45
2025-03-12 17:15:00,35.0,4808.8,7093.8,4109.7,4109.7,3138.24
2025-03-12 17:30:00,36.0,4833.2,6775.5,3819.2,3819.2,3250.81
2025-03-12 17:45:00,36.0,4739.6,6565.4,3915.85,3915.85,3195.08
2025-03-12 18:00:00,37.0,5875.7,8035.7,5279.09,5279.09,3401.85
2025-03-12 18:15:00,37.0,6487.5,6697.1,5324.8,5324.8,4219.64
2025-03-12 18:30:00,38.0,6040.3,5666.9,4963.5,4963.5,4577.71
2025-03-12 18:45:00,38.0,6712.0,5484.8,4792.61,4792.61,5402.94
2025-03-12 19:00:00,39.0,8795.3,4761.6,4561.6,4561.6,10000.0
2025-03-12 19:15:00,39.0,8962.4,4707.3,4507.29,4507.29,10000.0
2025-03-12 19:30:00,40.0,8875.2,5416.1,5180.5,5180.5,9999.21
2025-03-12 19:45:00,40.0,7899.7,5440.7,4486.72,4486.72,6000.96
2025-03-12 20:00:00,41.0,6539.2,4792.5,4602.1,4602.1,5500.11
2025-03-12 20:15:00,41.0,6116.7,4543.0,4241.7,4241.7,5499.55
2025-03-12 20:30:00,42.0,5913.8,4251.1,4063.36,4063.36,4970.54
2025-03-12 20:45:00,42.0,5228.5,4262.6,3883.5,3883.5,4519.22
2025-03-12 21:00:00,43.0,6048.9,5374.6,4511.23,4511.23,4520.64
2025-03-12 21:15:00,43.0,5903.9,5160.4,4375.8,4375.8,4519.38
2025-03-12 21:30:00,44.0,5523.7,5283.6,4098.79,4098.79,4500.4
2025-03-12 21:45:00,44.0,5361.3,5298.4,4131.4,4131.4,4250.93
2025-03-12 22:00:00,45.0,5553.6,4718.6,3605.8,3605.8,4516.46
2025-03-12 22:15:00,45.0,5704.1,4746.9,3760.8,3760.8,4516.83
2025-03-12 22:30:00,46.0,5738.3,4787.3,3909.2,3909.2,4519.56
2025-03-12 22:45:00,46.0,5521.6,5248.3,3870.7,3870.7,4499.82
2025-03-12 23:00:00,47.0,5743.6,6037.7,3931.43,3931.43,3999.74
2025-03-12 23:15:00,47.0,5489.7,6598.3,3781.9,3781.9,3791.53
2025-03-12 23:30:00,48.0,6004.4,6442.1,4087.6,4087.6,3747.0
2025-03-12 23:45:00,48.0,5717.5,6547.5,3932.2,3932.2,3696.37
