Datetime,Session ID,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *
2025-03-18 00:00:00,1.0,4933.2,3211.2,2622.2,2622.2,4577.54
2025-03-18 00:15:00,1.0,4753.6,3276.1,2466.8,2466.8,4450.5
2025-03-18 00:30:00,2.0,5283.2,3280.8,2679.9,2679.9,4636.51
2025-03-18 00:45:00,2.0,5436.6,3190.4,2634.2,2634.2,5005.99
2025-03-18 01:00:00,3.0,5196.8,3852.6,2804.61,2804.61,4300.67
2025-03-18 01:15:00,3.0,5329.5,4019.3,2903.63,2903.63,4300.98
2025-03-18 01:30:00,4.0,5076.8,4808.2,3097.37,3097.37,3583.64
2025-03-18 01:45:00,4.0,5164.0,5030.6,3194.73,3194.73,3550.86
2025-03-18 02:00:00,5.0,5041.7,5215.3,3019.84,3019.84,3573.3
2025-03-18 02:15:00,5.0,5008.1,5090.1,2966.55,2966.55,3570.25
2025-03-18 02:30:00,6.0,4880.1,4899.3,2951.0,2951.0,3500.86
2025-03-18 02:45:00,6.0,4900.3,5064.0,2906.1,2906.1,3573.01
2025-03-18 03:00:00,7.0,4793.4,5271.7,2903.85,2903.85,3470.5
2025-03-18 03:15:00,7.0,4900.5,5367.4,2967.87,2967.87,3470.73
2025-03-18 03:30:00,8.0,4776.3,5444.7,3000.53,3000.53,3441.55
2025-03-18 03:45:00,8.0,4960.0,5720.7,3182.53,3182.53,3441.49
2025-03-18 04:00:00,9.0,4895.9,5799.5,3273.83,3273.83,3433.33
2025-03-18 04:15:00,9.0,5376.1,5349.5,3274.24,3274.24,3615.79
2025-03-18 04:30:00,10.0,5819.6,5005.8,3337.2,3337.2,4012.96
2025-03-18 04:45:00,10.0,6034.7,4878.8,3456.5,3456.5,4499.14
2025-03-18 05:00:00,11.0,4866.9,4672.6,2986.79,2986.79,3903.54
2025-03-18 05:15:00,11.0,5165.9,4436.1,3175.0,3175.0,4082.53
2025-03-18 05:30:00,12.0,5457.5,4615.0,3466.22,3466.22,4341.27
2025-03-18 05:45:00,12.0,5969.5,4911.7,3829.01,3829.01,4500.34
2025-03-18 06:00:00,13.0,5435.0,5265.0,3966.46,3966.46,4219.32
2025-03-18 06:15:00,13.0,5793.6,5018.2,4196.65,4196.65,4450.05
2025-03-18 06:30:00,14.0,6497.0,4793.1,4068.7,4068.7,5500.21
2025-03-18 06:45:00,14.0,6627.8,4293.7,3676.81,3676.81,6001.07
2025-03-18 07:00:00,15.0,6680.3,4738.4,4033.01,4033.01,5500.36
2025-03-18 07:15:00,15.0,5916.5,4822.2,3792.7,3792.7,4904.45
2025-03-18 07:30:00,16.0,4818.0,5759.6,3854.87,3854.87,3750.2
2025-03-18 07:45:00,16.0,4219.0,6325.4,4172.43,4172.43,1999.8
2025-03-18 08:00:00,17.0,4684.0,6141.5,3680.95,3680.95,3599.54
2025-03-18 08:15:00,17.0,4241.6,6789.7,3399.68,3399.68,3470.08
2025-03-18 08:30:00,18.0,4511.4,7947.7,3853.53,3853.53,3113.14
2025-03-18 08:45:00,18.0,4687.3,9166.4,4353.76,4353.76,2824.8
2025-03-18 09:00:00,19.0,5910.8,8709.3,4984.75,4984.75,3564.61
2025-03-18 09:15:00,19.0,6222.1,8692.8,5229.9,5229.9,3582.63
2025-03-18 09:30:00,20.0,5527.6,9403.5,4743.59,4743.59,3401.11
